Time,Peregrine_Lock,Sensor_Temp_A,Sensor_Temp_B,Sensor_Temp_Duty_Cycle,Laser_Temp_A,Laser_Temp_B,Laser_Temp_Duty_Cycle,Laser_Current,Laser_Current_Zero_Cross,Microwave_Ref,Microwave_Ref_Zero_Cross,Zeeman_Freq_Zero_Cross,PCB_Temp_A,PCB_Temp_B,Laser_Diode_Voltage,Diode_Optical_Power,P2V4,P3V3,P8V,N8V,P12V,PCB_Temp_C,PCB_Temp_D,PCB_Temp_E,ICU_Checksum,ICU_Command_Count,ICU_Sync_Count
20160816T171421.274957,35,8995,8995,8995,8995,8995,256,2689,1,9252,9252,5,9216,1281,0,2690,0,293,9509,9472,5,9472,1281,0,0,0,10,
20160816T184405.274957,43,11008,5,11008,1281,0,2697,1,2894892,11264,5,2883589,256,10,35328,1,11565,11565,0,1325,5,256,10,35584,139,0,0,
20160824T140637.314019,146,0,309,13621,13568,5,13568,327936,2707,0,310,3552822,0,1334,5,256,10,37888,1,14135,14135,0,1335,5,0,5,1,
20160816T184439.274957,60,15360,5,15360,1281,0,2714,1,4013373,15616,5,3997701,256,10,39680,1,15934,15934,0,1342,5,256,10,39936,156,0,0,
20160824T163141.314019,163,0,326,17990,17920,5,17920,327936,2724,0,327,4671303,0,1351,5,256,10,42240,1,18504,18504,0,1352,5,0,5,1,
20160816T184513.274957,77,19712,5,19712,1281,0,2731,1,5131854,19968,5,5111813,256,10,44032,1,20303,20303,0,1359,5,256,10,44288,173,0,0,
20160824T185645.314019,180,0,343,22359,22272,5,22272,327936,2741,0,344,5789784,0,1368,5,256,10,46592,1,22873,22873,0,1369,5,0,5,1,
20160816T184547.274957,94,24064,5,24064,1281,0,2748,1,6250335,24320,5,6225925,256,10,48384,1,24672,24672,0,1376,5,256,10,48640,190,0,0,
20160824T212149.314019,197,0,360,26728,26624,5,26624,327936,2758,0,361,6908265,0,1385,5,256,10,50944,1,27242,27242,0,1386,5,0,5,1,
20160816T184621.274957,111,28416,5,28416,1281,0,2765,1,7368816,28672,5,7340037,256,10,52736,1,29041,29041,0,1393,5,256,10,52992,207,0,0,
20160824T234653.314019,214,0,377,31097,30976,5,30976,327936,2775,0,378,8026746,0,1402,5,256,10,55296,1,31611,31611,0,1403,5,0,5,1,
20160816T184655.274957,128,32768,5,32768,1281,0,2782,1,8487297,33024,5,8454149,256,10,57088,1,33410,33410,0,1410,5,256,10,57344,224,0,0,
20160825T021157.314019,231,0,394,35466,35328,5,35328,327936,2792,0,395,9145227,0,1419,5,256,10,59648,1,35980,35980,0,1420,5,0,5,1,
20160816T184729.274957,145,37120,5,37120,1281,0,2799,1,9605778,37376,5,9568261,256,10,61440,1,37779,37779,0,1427,5,256,10,61696,241,0,0,
20160825T043701.314019,248,0,411,39835,39680,5,39680,327936,2809,0,412,10263708,0,1436,5,256,10,64000,1,40349,40349,0,1437,5,0,5,1,
20160816T184803.274957,162,41472,5,41472,1281,0,2816,1,10724259,41728,5,10682373,0,11,255,4095,4095,4095,4095,4095,4095,4095,4095,4095,15,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,256,2817,1,42148,42148,5,41984,1281,0,2818,0,421,42405,42240,5,42240,1281,0,0,0,11,
20160816T184821.274957,171,43776,5,43776,1281,0,2825,1,11316396,44032,5,11272197,256,11,2560,1,44461,44461,0,1453,5,256,11,2816,11,0,0,
20160825T081853.314019,18,0,437,46517,46336,5,46336,327936,2835,0,438,11974326,0,1462,5,256,11,5120,1,47031,47031,0,1463,5,0,5,1,
20160816T184855.274957,188,48128,5,48128,1281,0,2842,1,12434877,48384,5,12386309,256,11,6912,1,48830,48830,0,1470,5,256,11,7168,28,0,0,
20160825T104357.314019,35,0,454,50886,50688,5,50688,327936,2852,0,455,13092807,0,1479,5,256,11,9472,1,51400,51400,0,1480,5,0,5,1,
20160816T184929.274957,205,52480,5,52480,1281,0,2859,1,13553358,52736,5,13500421,256,11,11264,1,53199,53199,0,1487,5,256,11,11520,45,0,0,
20160825T130901.314019,52,0,471,55255,55040,5,55040,327936,2869,0,472,14211288,0,1496,5,256,11,13824,1,55769,55769,0,1497,5,0,5,1,
20160816T185003.274957,222,56832,5,56832,1281,0,2876,1,14671839,57088,5,14614533,256,11,15616,1,57568,57568,0,1504,5,256,11,15872,62,0,0,
20160825T153405.314019,69,0,488,59624,59392,5,59392,327936,2886,0,489,15329769,0,1513,5,256,11,18176,1,60138,60138,0,1514,5,0,5,1,
20160816T185037.274957,239,61184,5,61184,1281,0,2893,1,15790320,61440,5,15728645,256,11,19968,1,61937,61937,0,1521,5,256,11,20224,79,0,0,
20160825T175909.314019,86,0,505,63993,63744,5,63744,327936,2903,0,506,16448250,0,1530,5,256,11,22528,1,64507,64507,0,1531,5,0,5,1,
20160816T185111.274957,0,0,6,0,1537,0,2910,1,65793,256,6,65542,256,11,24320,1,514,514,0,1538,6,256,11,24576,96,0,0,
20160825T202413.321832,103,0,266,2570,2560,6,2560,393472,2920,0,267,723723,0,1547,6,256,11,26880,1,3084,3084,0,1548,6,0,6,1,
20160816T185145.274957,17,4352,6,4352,1537,0,2927,1,1184274,4608,6,1179654,256,11,28672,1,4883,4883,0,1555,6,256,11,28928,113,0,0,
20160825T224917.321832,120,0,283,6939,6912,6,6912,393472,2937,0,284,1842204,0,1564,6,256,11,31232,1,7453,7453,0,1565,6,0,6,1,
20160816T185219.274957,34,8704,6,8704,1537,0,2944,1,2302755,8960,6,2293766,0,11,33023,4095,4095,4095,4095,4095,4095,4095,4095,4095,15,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,256,2945,1,9252,9252,6,9216,1537,0,2946,0,293,9509,9472,6,9472,1537,0,0,0,11,
20160816T185237.274957,43,11008,6,11008,1537,0,2953,1,2894892,11264,6,2883590,256,11,35328,1,11565,11565,0,1581,6,256,11,35584,139,0,0,
20160826T023109.321832,146,0,309,13621,13568,6,13568,393472,2963,0,310,3552822,0,1590,6,256,11,37888,1,14135,14135,0,1591,6,0,6,1,
20160816T185311.274957,60,15360,6,15360,1537,0,2970,1,4013373,15616,6,3997702,256,11,39680,1,15934,15934,0,1598,6,256,11,39936,156,0,0,
20160826T045613.321832,163,0,326,17990,17920,6,17920,393472,2980,0,327,4671303,0,1607,6,256,11,42240,1,18504,18504,0,1608,6,0,6,1,
20160816T185345.274957,77,19712,6,19712,1537,0,2987,1,5131854,19968,6,5111814,256,11,44032,1,20303,20303,0,1615,6,256,11,44288,173,0,0,
20160826T072117.321832,180,0,343,22359,22272,6,22272,393472,2997,0,344,5789784,0,1624,6,256,11,46592,1,22873,22873,0,1625,6,0,6,1,
20160816T185419.274957,94,24064,6,24064,1537,0,3004,1,6250335,24320,6,6225926,256,11,48384,1,24672,24672,0,1632,6,256,11,48640,190,0,0,
20160826T094621.321832,197,0,360,26728,26624,6,26624,393472,3014,0,361,6908265,0,1641,6,256,11,50944,1,27242,27242,0,1642,6,0,6,1,
20160816T185453.274957,111,28416,6,28416,1537,0,3021,1,7368816,28672,6,7340038,256,11,52736,1,29041,29041,0,1649,6,256,11,52992,207,0,0,
20160826T121125.321832,214,0,377,31097,30976,6,30976,393472,3031,0,378,8026746,0,1658,6,256,11,55296,1,31611,31611,0,1659,6,0,6,1,
20160816T185527.274957,128,32768,6,32768,1537,0,3038,1,8487297,33024,6,8454150,256,11,57088,1,33410,33410,0,1666,6,256,11,57344,224,0,0,
20160826T143629.321832,231,0,394,35466,35328,6,35328,393472,3048,0,395,9145227,0,1675,6,256,11,59648,1,35980,35980,0,1676,6,0,6,1,
20160816T185601.274957,145,37120,6,37120,1537,0,3055,1,9605778,37376,6,9568262,256,11,61440,1,37779,37779,0,1683,6,256,11,61696,241,0,0,
20160826T170133.321832,248,0,411,39835,39680,6,39680,393472,3065,0,412,10263708,0,1692,6,256,11,64000,1,40349,40349,0,1693,6,0,6,1,
20160816T185635.274957,162,41472,6,41472,1537,0,3072,1,10724259,41728,6,10682374,0,12,255,4095,4095,4095,4095,4095,4095,4095,4095,4095,15,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,256,3073,1,42148,42148,6,41984,1537,0,3074,0,421,42405,42240,6,42240,1537,0,0,0,12,
20160816T185653.274957,171,43776,6,43776,1537,0,3081,1,11316396,44032,6,11272198,256,12,2560,1,44461,44461,0,1709,6,256,12,2816,11,0,0,
20160826T204325.321832,18,0,437,46517,46336,6,46336,393472,3091,0,438,11974326,0,1718,6,256,12,5120,1,47031,47031,0,1719,6,0,6,1,
20160816T185727.274957,188,48128,6,48128,1537,0,3098,1,12434877,48384,6,12386310,256,12,6912,1,48830,48830,0,1726,6,256,12,7168,28,0,0,
20160826T230829.321832,35,0,454,50886,50688,6,50688,393472,3108,0,455,13092807,0,1735,6,256,12,9472,1,51400,51400,0,1736,6,0,6,1,
20160816T185801.274957,205,52480,6,52480,1537,0,3115,1,13553358,52736,6,13500422,256,12,11264,1,53199,53199,0,1743,6,256,12,11520,45,0,0,
20160827T013333.321832,52,0,471,55255,55040,6,55040,393472,3125,0,472,14211288,0,1752,6,256,12,13824,1,55769,55769,0,1753,6,0,6,1,
20160816T185835.274957,222,56832,6,56832,1537,0,3132,1,14671839,57088,6,14614534,256,12,15616,1,57568,57568,0,1760,6,256,12,15872,62,0,0,
20160827T035837.321832,69,0,488,59624,59392,6,59392,393472,3142,0,489,15329769,0,1769,6,256,12,18176,1,60138,60138,0,1770,6,0,6,1,
20160816T185909.274957,239,61184,6,61184,1537,0,3149,1,15790320,61440,6,15728646,256,12,19968,1,61937,61937,0,1777,6,256,12,20224,79,0,0,
20160827T062341.321832,86,0,505,63993,63744,6,63744,393472,3159,0,506,16448250,0,1786,6,256,12,22528,1,64507,64507,0,1787,6,0,6,1,
20160816T185943.274957,0,0,7,0,1793,0,3166,1,65793,256,7,65543,256,12,24320,1,514,514,0,1794,7,256,12,24576,96,0,0,
20160827T084845.329645,103,0,266,2570,2560,7,2560,459008,3176,0,267,723723,0,1803,7,256,12,26880,1,3084,3084,0,1804,7,0,7,1,
20160816T190017.274957,17,4352,7,4352,1793,0,3183,1,1184274,4608,7,1179655,256,12,28672,1,4883,4883,0,1811,7,256,12,28928,113,0,0,
20160827T111349.329645,120,0,283,6939,6912,7,6912,459008,3193,0,284,1842204,0,1820,7,256,12,31232,1,7453,7453,0,1821,7,0,7,1,
20160816T190051.274957,34,8704,7,8704,1793,0,3200,1,2302755,8960,7,2293767,0,12,33023,4095,4095,4095,4095,4095,4095,4095,4095,4095,15,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,256,3201,1,9252,9252,7,9216,1793,0,3202,0,293,9509,9472,7,9472,1793,0,0,0,12,
20160816T190109.274957,43,11008,7,11008,1793,0,3209,1,2894892,11264,7,2883591,256,12,35328,1,11565,11565,0,1837,7,256,12,35584,139,0,0,
20160827T145541.329645,146,0,309,13621,13568,7,13568,459008,3219,0,310,3552822,0,1846,7,256,12,37888,1,14135,14135,0,1847,7,0,7,1,
20160816T190143.274957,60,15360,7,15360,1793,0,3226,1,4013373,15616,7,3997703,256,12,39680,1,15934,15934,0,1854,7,256,12,39936,156,0,0,
20160827T172045.329645,163,0,326,17990,17920,7,17920,459008,3236,0,327,4671303,0,1863,7,256,12,42240,1,18504,18504,0,1864,7,0,7,1,
20160816T190217.274957,77,19712,7,19712,1793,0,3243,1,5131854,19968,7,5111815,256,12,44032,1,20303,20303,0,1871,7,256,12,44288,173,0,0,
20160827T194549.329645,180,0,343,22359,22272,7,22272,459008,3253,0,344,5789784,0,1880,7,256,12,46592,1,22873,22873,0,1881,7,0,7,1,
20160816T190251.274957,94,24064,7,24064,1793,0,3260,1,6250335,24320,7,6225927,256,12,48384,1,24672,24672,0,1888,7,256,12,48640,190,0,0,
20160827T221053.329645,197,0,360,26728,26624,7,26624,459008,3270,0,361,6908265,0,1897,7,256,12,50944,1,27242,27242,0,1898,7,0,7,1,
20160816T190325.274957,111,28416,7,28416,1793,0,3277,1,7368816,28672,7,7340039,256,12,52736,1,29041,29041,0,1905,7,256,12,52992,207,0,0,
20160828T003557.329645,214,0,377,31097,30976,7,30976,459008,3287,0,378,8026746,0,1914,7,256,12,55296,1,31611,31611,0,1915,7,0,7,1,
20160816T190359.274957,128,32768,7,32768,1793,0,3294,1,8487297,33024,7,8454151,256,12,57088,1,33410,33410,0,1922,7,256,12,57344,224,0,0,
20160828T030101.329645,231,0,394,35466,35328,7,35328,459008,3304,0,395,9145227,0,1931,7,256,12,59648,1,35980,35980,0,1932,7,0,7,1,
20160816T190433.274957,145,37120,7,37120,1793,0,3311,1,9605778,37376,7,9568263,256,12,61440,1,37779,37779,0,1939,7,256,12,61696,241,0,0,
20160828T052605.329645,248,0,411,39835,39680,7,39680,459008,3321,0,412,10263708,0,1948,7,256,12,64000,1,40349,40349,0,1949,7,0,7,1,
20160816T190507.274957,162,41472,7,41472,1792,0,3328,16715775,1048335,65295,65295,16715775,4095,4095,4095,4095,4095,4095,4095,4095,4095,3840,0,0,0,0,0,
20160816T171421.274957,163,41891,41891,41891,41729,0,3328,1,10724259,41728,7,10682375,256,13,256,1,42148,42148,0,1956,7,256,13,512,2,0,0,
20160828T075109.329645,9,0,428,44204,44032,7,44032,459008,3338,0,429,11382189,0,1965,7,256,13,2816,1,44718,44718,0,1966,7,0,7,1,
20160816T190541.274957,179,45824,7,45824,1793,0,3345,1,11842740,46080,7,11796487,256,13,4608,1,46517,46517,0,1973,7,256,13,4864,19,0,0,
20160828T101613.329645,26,0,445,48573,48384,7,48384,459008,3355,0,446,12500670,0,1982,7,256,13,7168,1,49087,49087,0,1983,7,0,7,1,
20160816T190615.274957,196,50176,7,50176,1793,0,3362,1,12961221,50432,7,12910599,256,13,8960,1,50886,50886,0,1990,7,256,13,9216,36,0,0,
20160828T124117.329645,43,0,462,52942,52736,7,52736,459008,3372,0,463,13619151,0,1999,7,256,13,11520,1,53456,53456,0,2000,7,0,7,1,
20160816T190649.274957,213,54528,7,54528,1793,0,3379,1,14079702,54784,7,14024711,256,13,13312,1,55255,55255,0,2007,7,256,13,13568,53,0,0,
20160828T150621.329645,60,0,479,57311,57088,7,57088,459008,3389,0,480,14737632,0,2016,7,256,13,15872,1,57825,57825,0,2017,7,0,7,1,
20160816T190723.274957,230,58880,7,58880,1793,0,3396,1,15198183,59136,7,15138823,256,13,17664,1,59624,59624,0,2024,7,256,13,17920,70,0,0,
20160828T173125.329645,77,0,496,61680,61440,7,61440,459008,3406,0,497,15856113,0,2033,7,256,13,20224,1,62194,62194,0,2034,7,0,7,1,
20160816T190757.274957,247,63232,7,63232,1793,0,3413,1,16316664,63488,7,16252935,256,13,22016,1,63993,63993,0,2041,7,256,13,22272,87,0,0,
20160828T195629.329645,94,0,257,257,256,8,256,524544,3423,0,258,131586,0,2050,8,256,13,24576,1,771,771,0,2051,8,0,8,1,
20160816T190831.274957,8,2048,8,2048,2049,0,3430,1,592137,2304,8,589832,256,13,26368,1,2570,2570,0,2058,8,256,13,26624,104,0,0,
20160828T222133.337457,111,0,274,4626,4608,8,4608,524544,3440,0,275,1250067,0,2067,8,256,13,28928,1,5140,5140,0,2068,8,0,8,1,
20160816T190905.274957,25,6400,8,6400,2049,0,3447,1,1710618,6656,8,1703944,256,13,30720,1,6939,6939,0,2075,8,256,13,30976,121,0,0,
20160829T004637.337457,128,0,291,8995,8960,8,8960,524288,3456,65295,65295,16715775,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,15,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,3457,0,292,2368548,0,2084,8,256,13,33280,1,9509,9509,0,2085,8,0,8,1,
20160816T190939.274957,42,10752,8,10752,2049,0,3464,1,2829099,11008,8,2818056,256,13,35072,1,11308,11308,0,2092,8,256,13,35328,138,0,0,
20160829T031141.337457,145,0,308,13364,13312,8,13312,524544,3474,0,309,3487029,0,2101,8,256,13,37632,1,13878,13878,0,2102,8,0,8,1,
20160816T191013.274957,59,15104,8,15104,2049,0,3481,1,3947580,15360,8,3932168,256,13,39424,1,15677,15677,0,2109,8,256,13,39680,155,0,0,
20160829T053645.337457,162,0,325,17733,17664,8,17664,524544,3491,0,326,4605510,0,2118,8,256,13,41984,1,18247,18247,0,2119,8,0,8,1,
20160816T191047.274957,76,19456,8,19456,2049,0,3498,1,5066061,19712,8,5046280,256,13,43776,1,20046,20046,0,2126,8,256,13,44032,172,0,0,
20160829T080149.337457,179,0,342,22102,22016,8,22016,524544,3508,0,343,5723991,0,2135,8,256,13,46336,1,22616,22616,0,2136,8,0,8,1,
20160816T191121.274957,93,23808,8,23808,2049,0,3515,1,6184542,24064,8,6160392,256,13,48128,1,24415,24415,0,2143,8,256,13,48384,189,0,0,
20160829T102653.337457,196,0,359,26471,26368,8,26368,524544,3525,0,360,6842472,0,2152,8,256,13,50688,1,26985,26985,0,2153,8,0,8,1,
20160816T191155.274957,110,28160,8,28160,2049,0,3532,1,7303023,28416,8,7274504,256,13,52480,1,28784,28784,0,2160,8,256,13,52736,206,0,0,
20160829T125157.337457,213,0,376,30840,30720,8,30720,524544,3542,0,377,7960953,0,2169,8,256,13,55040,1,31354,31354,0,2170,8,0,8,1,
20160816T191229.274957,127,32512,8,32512,2049,0,3549,1,8421504,32768,8,8388616,256,13,56832,1,33153,33153,0,2177,8,256,13,57088,223,0,0,
20160829T151701.337457,230,0,393,35209,35072,8,35072,524544,3559,0,394,9079434,0,2186,8,256,13,59392,1,35723,35723,0,2187,8,0,8,1,
20160816T191303.274957,144,36864,8,36864,2049,0,3566,1,9539985,37120,8,9502728,256,13,61184,1,37522,37522,0,2194,8,256,13,61440,240,0,0,
20160829T174205.337457,247,0,410,39578,39424,8,39424,524544,3576,0,411,10197915,0,2203,8,256,13,63744,1,40092,40092,0,2204,8,0,8,1,
20160816T191337.274957,161,41216,8,41216,2049,0,3583,1,10658466,41472,8,10616840,256,14,0,1,41891,41891,0,2211,8,0,14,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,3585,0,420,10790052,0,2212,8,256,14,512,1,42405,42405,0,2213,8,0,8,1,
20160816T191355.274957,170,43520,8,43520,2049,0,3592,1,11250603,43776,8,11206664,256,14,2304,1,44204,44204,0,2220,8,256,14,2560,10,0,0,
20160829T212357.337457,17,0,436,46260,46080,8,46080,524544,3602,0,437,11908533,0,2229,8,256,14,4864,1,46774,46774,0,2230,8,0,8,1,
20160816T191429.274957,187,47872,8,47872,2049,0,3609,1,12369084,48128,8,12320776,256,14,6656,1,48573,48573,0,2237,8,256,14,6912,27,0,0,
20160829T234901.337457,34,0,453,50629,50432,8,50432,524544,3619,0,454,13027014,0,2246,8,256,14,9216,1,51143,51143,0,2247,8,0,8,1,
20160816T191503.274957,204,52224,8,52224,2049,0,3626,1,13487565,52480,8,13434888,256,14,11008,1,52942,52942,0,2254,8,256,14,11264,44,0,0,
20160830T021405.337457,51,0,470,54998,54784,8,54784,524544,3636,0,471,14145495,0,2263,8,256,14,13568,1,55512,55512,0,2264,8,0,8,1,
20160816T191537.274957,221,56576,8,56576,2049,0,3643,1,14606046,56832,8,14549000,256,14,15360,1,57311,57311,0,2271,8,256,14,15616,61,0,0,
20160830T043909.337457,68,0,487,59367,59136,8,59136,524544,3653,0,488,15263976,0,2280,8,256,14,17920,1,59881,59881,0,2281,8,0,8,1,
20160816T191611.274957,238,60928,8,60928,2049,0,3660,1,15724527,61184,8,15663112,256,14,19712,1,61680,61680,0,2288,8,256,14,19968,78,0,0,
20160830T070413.337457,85,0,504,63736,63488,8,63488,524544,3670,0,505,16382457,0,2297,8,256,14,22272,1,64250,64250,0,2298,8,0,8,1,
20160816T191645.274957,255,65280,8,65280,2049,0,3677,1,0,0,9,9,256,14,24064,1,257,257,0,2305,9,256,14,24320,95,0,0,
20160830T092917.345269,102,0,265,2313,2304,9,2304,590080,3687,0,266,657930,0,2314,9,256,14,26624,1,2827,2827,0,2315,9,0,9,1,
20160816T191719.274957,16,4096,9,4096,2305,0,3694,1,1118481,4352,9,1114121,256,14,28416,1,4626,4626,0,2322,9,256,14,28672,112,0,0,
20160830T115421.345269,119,0,282,6682,6656,9,6656,590080,3704,0,283,1776411,0,2331,9,256,14,30976,1,7196,7196,0,2332,9,0,9,1,
20160816T191753.274957,33,8448,9,8448,2305,0,3711,1,2236962,8704,9,2228233,256,14,32768,1,8995,8995,0,2339,9,0,14,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,3713,0,292,2368548,0,2340,9,256,14,33280,1,9509,9509,0,2341,9,0,9,1,
20160816T191811.274957,42,10752,9,10752,2305,0,3720,1,2829099,11008,9,2818057,256,14,35072,1,11308,11308,0,2348,9,256,14,35328,138,0,0,
20160830T153613.345269,145,0,308,13364,13312,9,13312,590080,3730,0,309,3487029,0,2357,9,256,14,37632,1,13878,13878,0,2358,9,0,9,1,
20160816T191845.274957,59,15104,9,15104,2305,0,3737,1,3947580,15360,9,3932169,256,14,39424,1,15677,15677,0,2365,9,256,14,39680,155,0,0,
20160830T180117.345269,162,0,325,17733,17664,9,17664,590080,3747,0,326,4605510,0,2374,9,256,14,41984,1,18247,18247,0,2375,9,0,9,1,
20160816T191919.274957,76,19456,9,19456,2305,0,3754,1,5066061,19712,9,5046281,256,14,43776,1,20046,20046,0,2382,9,256,14,44032,172,0,0,
20160830T202621.345269,179,0,342,22102,22016,9,22016,590080,3764,0,343,5723991,0,2391,9,256,14,46336,1,22616,22616,0,2392,9,0,9,1,
20160816T191953.274957,93,23808,9,23808,2305,0,3771,1,6184542,24064,9,6160393,256,14,48128,1,24415,24415,0,2399,9,256,14,48384,189,0,0,
20160830T225125.345269,196,0,359,26471,26368,9,26368,590080,3781,0,360,6842472,0,2408,9,256,14,50688,1,26985,26985,0,2409,9,0,9,1,
20160816T192027.274957,110,28160,9,28160,2305,0,3788,1,7303023,28416,9,7274505,256,14,52480,1,28784,28784,0,2416,9,256,14,52736,206,0,0,
20160831T011629.345269,213,0,376,30840,30720,9,30720,590080,3798,0,377,7960953,0,2425,9,256,14,55040,1,31354,31354,0,2426,9,0,9,1,
20160816T192101.274957,127,32512,9,32512,2305,0,3805,1,8421504,32768,9,8388617,256,14,56832,1,33153,33153,0,2433,9,256,14,57088,223,0,0,
20160831T034133.345269,230,0,393,35209,35072,9,35072,590080,3815,0,394,9079434,0,2442,9,256,14,59392,1,35723,35723,0,2443,9,0,9,1,
20160816T192135.274957,144,36864,9,36864,2305,0,3822,1,9539985,37120,9,9502729,256,14,61184,1,37522,37522,0,2450,9,256,14,61440,240,0,0,
20160831T060637.345269,247,0,410,39578,39424,9,39424,590080,3832,0,411,10197915,0,2459,9,256,14,63744,1,40092,40092,0,2460,9,0,9,1,
20160816T192209.274957,161,41216,9,41216,2305,0,3839,1,10658466,41472,9,10616841,256,15,0,1,41891,41891,0,2467,9,0,15,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,3841,0,420,10790052,0,2468,9,256,15,512,1,42405,42405,0,2469,9,0,9,1,
20160816T192227.274957,170,43520,9,43520,2305,0,3848,1,11250603,43776,9,11206665,256,15,2304,1,44204,44204,0,2476,9,256,15,2560,10,0,0,
20160831T094829.345269,17,0,436,46260,46080,9,46080,590080,3858,0,437,11908533,0,2485,9,256,15,4864,1,46774,46774,0,2486,9,0,9,1,
20160816T192301.274957,187,47872,9,47872,2305,0,3865,1,12369084,48128,9,12320777,256,15,6656,1,48573,48573,0,2493,9,256,15,6912,27,0,0,
20160831T121333.345269,34,0,453,50629,50432,9,50432,590080,3875,0,454,13027014,0,2502,9,256,15,9216,1,51143,51143,0,2503,9,0,9,1,
20160816T192335.274957,204,52224,9,52224,2305,0,3882,1,13487565,52480,9,13434889,256,15,11008,1,52942,52942,0,2510,9,256,15,11264,44,0,0,
20160831T143837.345269,51,0,470,54998,54784,9,54784,590080,3892,0,471,14145495,0,2519,9,256,15,13568,1,55512,55512,0,2520,9,0,9,1,
20160816T192409.274957,221,56576,9,56576,2305,0,3899,1,14606046,56832,9,14549001,256,15,15360,1,57311,57311,0,2527,9,256,15,15616,61,0,0,
20160831T170341.345269,68,0,487,59367,59136,9,59136,590080,3909,0,488,15263976,0,2536,9,256,15,17920,1,59881,59881,0,2537,9,0,9,1,
20160816T192443.274957,238,60928,9,60928,2305,0,3916,1,15724527,61184,9,15663113,256,15,19712,1,61680,61680,0,2544,9,256,15,19968,78,0,0,
20160831T192845.345269,85,0,504,63736,63488,9,63488,590080,3926,0,505,16382457,0,2553,9,256,15,22272,1,64250,64250,0,2554,9,0,9,1,
20160816T192517.274957,255,65280,9,65280,2305,0,3933,1,0,0,10,10,256,15,24064,1,257,257,0,2561,10,256,15,24320,95,0,0,
20160831T215349.353082,102,0,265,2313,2304,10,2304,655616,3943,0,266,657930,0,2570,10,256,15,26624,1,2827,2827,0,2571,10,0,10,1,
20160816T192551.274957,16,4096,10,4096,2561,0,3950,1,1118481,4352,10,1114122,256,15,28416,1,4626,4626,0,2578,10,256,15,28672,112,0,0,
20160901T001853.353082,119,0,282,6682,6656,10,6656,655616,3960,0,283,1776411,0,2587,10,256,15,30976,1,7196,7196,0,2588,10,0,10,1,
20160816T192625.274957,33,8448,10,8448,2561,0,3967,1,2236962,8704,10,2228234,256,15,32768,1,8995,8995,0,2595,10,0,15,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,3969,0,292,2368548,0,2596,10,256,15,33280,1,9509,9509,0,2597,10,0,10,1,
20160816T192643.274957,42,10752,10,10752,2561,0,3976,1,2829099,11008,10,2818058,256,15,35072,1,11308,11308,0,2604,10,256,15,35328,138,0,0,
20160901T040045.353082,145,0,308,13364,13312,10,13312,655616,3986,0,309,3487029,0,2613,10,256,15,37632,1,13878,13878,0,2614,10,0,10,1,
20160816T192717.274957,59,15104,10,15104,2561,0,3993,1,3947580,15360,10,3932170,256,15,39424,1,15677,15677,0,2621,10,256,15,39680,155,0,0,
20160901T062549.353082,162,0,325,17733,17664,10,17664,655616,4003,0,326,4605510,0,2630,10,256,15,41984,1,18247,18247,0,2631,10,0,10,1,
20160816T192751.274957,76,19456,10,19456,2561,0,4010,1,5066061,19712,10,5046282,256,15,43776,1,20046,20046,0,2638,10,256,15,44032,172,0,0,
20160901T085053.353082,179,0,342,22102,22016,10,22016,655616,4020,0,343,5723991,0,2647,10,256,15,46336,1,22616,22616,0,2648,10,0,10,1,
