08/30/2016 02:05:39 PM n_total 10 n_fib 10, n_fob 0, n_fsc 0
08/30/2016 02:30:12 PM n_total 661 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:13 PM n_total 789 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:14 PM n_total 917 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:15 PM n_total 1045 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:16 PM n_total 1173 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:17 PM n_total 1301 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:18 PM n_total 1429 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:19 PM n_total 1557 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:20 PM n_total 1685 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:21 PM n_total 1813 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:22 PM n_total 1941 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:23 PM n_total 2069 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:24 PM n_total 2197 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:25 PM n_total 2325 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:26 PM n_total 2453 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:27 PM n_total 2581 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:28 PM n_total 2709 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:29 PM n_total 2837 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:30 PM n_total 2965 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:31 PM n_total 3093 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:32 PM n_total 3221 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:30:33 PM n_total 3349 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:14 PM the first byte in fee_science.log should always be 0x01
08/30/2016 02:37:14 PM the next four bytes in fee_science.log represent the counter and should increment at a rate determined by SCIENCE CADENCE defined in icu_simulator.ino
08/30/2016 02:37:14 PM the next three bytes represent the number of fib, fob and fsc which are contained in the pc packet
08/30/2016 02:37:14 PM FIB SCI consists of 10 packets, and the third, sixth and ninth byte should increment by 1, other bytes should be constant,the last byte should be 0x00
08/30/2016 02:37:14 PM FOB_SCI consists of 10 packets, and all bytes should be set to zero
08/30/2016 02:37:14 PM FSC_SCI consists of 11 packets, and all bytes should increment by one
08/30/2016 02:37:19 PM n_total 90 n_fib 0, n_fob 0, n_fsc 90
08/30/2016 02:37:20 PM n_total 218 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:21 PM n_total 346 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:22 PM n_total 474 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:23 PM n_total 602 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:24 PM n_total 730 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:25 PM n_total 858 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:26 PM n_total 986 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:27 PM n_total 1114 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:28 PM n_total 1242 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:29 PM n_total 1370 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:30 PM n_total 1498 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:31 PM n_total 1626 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:32 PM n_total 1754 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:33 PM n_total 1882 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:34 PM n_total 2010 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:35 PM n_total 2138 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:36 PM n_total 2266 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:37 PM n_total 2394 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:38 PM n_total 2522 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:39 PM n_total 2650 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:40 PM n_total 2778 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:41 PM n_total 2906 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:42 PM n_total 3034 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:43 PM n_total 3162 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:44 PM n_total 3290 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:45 PM n_total 3418 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:46 PM n_total 3546 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:47 PM n_total 3674 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:48 PM n_total 3802 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:49 PM n_total 3930 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:50 PM n_total 4058 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:51 PM n_total 4186 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:52 PM n_total 4314 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:53 PM n_total 4442 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:54 PM n_total 4570 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:55 PM n_total 4698 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:56 PM n_total 4826 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:57 PM n_total 4954 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:58 PM n_total 5082 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:37:59 PM n_total 5210 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:00 PM n_total 5338 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:01 PM n_total 5466 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:02 PM n_total 5747 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:38:04 PM n_total 5875 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:05 PM n_total 6003 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:06 PM n_total 6131 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:08 PM n_total 6259 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:08 PM n_total 6387 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:09 PM n_total 6515 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:10 PM n_total 6643 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:11 PM n_total 6771 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:12 PM n_total 6899 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:13 PM n_total 7027 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:14 PM n_total 7155 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:15 PM n_total 7283 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:16 PM n_total 7411 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:17 PM n_total 7539 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:18 PM n_total 7667 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:19 PM n_total 7795 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:20 PM n_total 7923 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:21 PM n_total 8051 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:22 PM n_total 8179 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:23 PM n_total 8307 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:24 PM n_total 8435 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:25 PM n_total 8563 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:26 PM n_total 8691 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:27 PM n_total 8819 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:28 PM n_total 8947 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:29 PM n_total 9075 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:30 PM n_total 9203 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:31 PM n_total 9331 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:32 PM n_total 9459 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:33 PM n_total 9587 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:34 PM n_total 9715 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:35 PM n_total 9843 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:36 PM n_total 9971 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:37 PM n_total 10099 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:38 PM n_total 10227 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:39 PM n_total 10355 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:40 PM n_total 10483 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:41 PM n_total 10611 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:42 PM n_total 10739 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:43 PM n_total 10867 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:44 PM n_total 10995 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:45 PM n_total 11123 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:46 PM n_total 11251 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:47 PM n_total 11379 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:48 PM n_total 11507 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:49 PM n_total 11635 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:50 PM n_total 11763 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:51 PM n_total 11891 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:52 PM n_total 12019 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:53 PM n_total 12147 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:54 PM n_total 12275 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:55 PM n_total 12403 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:56 PM n_total 12531 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:57 PM n_total 12659 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:58 PM n_total 12787 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:38:59 PM n_total 12915 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:00 PM n_total 13043 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:01 PM n_total 13171 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:02 PM n_total 13299 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:03 PM n_total 13427 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:04 PM n_total 13555 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:05 PM n_total 13683 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:06 PM n_total 13811 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:07 PM n_total 13939 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:08 PM n_total 14067 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:09 PM n_total 14195 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:10 PM n_total 14323 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:11 PM n_total 14451 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:12 PM n_total 14579 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:13 PM n_total 14707 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:14 PM n_total 14835 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:15 PM n_total 14963 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:16 PM n_total 15091 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:17 PM n_total 15219 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:18 PM n_total 15347 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:19 PM n_total 15475 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:20 PM n_total 15603 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:21 PM n_total 15731 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:22 PM n_total 15859 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:23 PM n_total 15987 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:24 PM n_total 16115 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:25 PM n_total 16243 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:26 PM n_total 16371 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:27 PM n_total 16499 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:28 PM n_total 16627 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:29 PM n_total 16755 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:30 PM n_total 16883 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:31 PM n_total 17011 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:32 PM n_total 17292 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:39:34 PM n_total 17420 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:35 PM n_total 17548 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:36 PM n_total 17676 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:37 PM n_total 17804 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:38 PM n_total 17932 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:39 PM n_total 18060 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:40 PM n_total 18188 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:41 PM n_total 18316 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:42 PM n_total 18444 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:43 PM n_total 18572 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:44 PM n_total 18700 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:45 PM n_total 18828 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:46 PM n_total 18956 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:47 PM n_total 19084 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:48 PM n_total 19212 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:49 PM n_total 19340 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:50 PM n_total 19621 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:39:52 PM n_total 19749 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:53 PM n_total 19877 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:54 PM n_total 20005 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:55 PM n_total 20133 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:56 PM n_total 20261 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:57 PM n_total 20389 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:58 PM n_total 20517 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:39:59 PM n_total 20645 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:00 PM n_total 20773 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:01 PM n_total 20901 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:02 PM n_total 21029 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:03 PM n_total 21157 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:04 PM n_total 21285 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:05 PM n_total 21413 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:06 PM n_total 21541 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:07 PM n_total 21669 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:08 PM n_total 21950 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:40:10 PM n_total 22078 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:11 PM n_total 22206 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:12 PM n_total 22334 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:13 PM n_total 22462 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:14 PM n_total 22590 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:15 PM n_total 22718 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:16 PM n_total 22846 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:17 PM n_total 22974 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:18 PM n_total 23102 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:19 PM n_total 23230 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:20 PM n_total 23358 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:21 PM n_total 23486 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:22 PM n_total 23614 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:23 PM n_total 23742 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:24 PM n_total 23870 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:25 PM n_total 23998 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:26 PM n_total 24279 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:40:28 PM n_total 24407 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:29 PM n_total 24535 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:30 PM n_total 24663 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:31 PM n_total 24791 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:32 PM n_total 24919 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:33 PM n_total 25047 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:34 PM n_total 25175 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:35 PM n_total 25303 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:36 PM n_total 25431 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:37 PM n_total 25559 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:38 PM n_total 25687 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:39 PM n_total 25815 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:40 PM n_total 25943 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:41 PM n_total 26071 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:42 PM n_total 26199 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:43 PM n_total 26327 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:44 PM n_total 26608 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:40:46 PM n_total 26736 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:47 PM n_total 26864 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:48 PM n_total 26992 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:49 PM n_total 27120 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:50 PM n_total 27248 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:51 PM n_total 27376 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:52 PM n_total 27504 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:53 PM n_total 27632 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:54 PM n_total 27760 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:55 PM n_total 27888 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:56 PM n_total 28016 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:57 PM n_total 28144 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:58 PM n_total 28272 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:40:59 PM n_total 28400 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:00 PM n_total 28528 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:01 PM n_total 28656 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:02 PM n_total 28937 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:41:04 PM n_total 29065 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:05 PM n_total 29193 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:06 PM n_total 29321 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:07 PM n_total 29449 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:08 PM n_total 29577 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:09 PM n_total 29705 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:10 PM n_total 29833 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:11 PM n_total 29961 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:12 PM n_total 30089 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:13 PM n_total 30217 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:14 PM n_total 30345 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:15 PM n_total 30473 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:16 PM n_total 30601 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:17 PM n_total 30729 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:18 PM n_total 30857 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:19 PM n_total 30985 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:20 PM n_total 31113 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:21 PM n_total 31241 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:22 PM n_total 31369 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:23 PM n_total 31497 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:24 PM n_total 31625 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:25 PM n_total 31753 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:26 PM n_total 31881 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:27 PM n_total 32009 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:28 PM n_total 32137 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:29 PM n_total 32265 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:30 PM n_total 32393 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:31 PM n_total 32521 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:32 PM n_total 32649 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:33 PM n_total 32777 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:34 PM n_total 32905 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:35 PM n_total 33033 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:36 PM n_total 33161 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:37 PM n_total 33289 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:38 PM n_total 33417 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:39 PM n_total 33545 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:40 PM n_total 33673 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:41 PM n_total 33801 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:42 PM n_total 33929 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:43 PM n_total 34057 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:44 PM n_total 34185 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:45 PM n_total 34313 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:46 PM n_total 34441 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:47 PM n_total 34569 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:48 PM n_total 34697 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:49 PM n_total 34825 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:50 PM n_total 34953 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:51 PM n_total 35081 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:52 PM n_total 35209 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:53 PM n_total 35337 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:54 PM n_total 35465 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:55 PM n_total 35593 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:56 PM n_total 35721 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:57 PM n_total 35849 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:58 PM n_total 35977 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:41:59 PM n_total 36105 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:00 PM n_total 36233 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:01 PM n_total 36361 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:02 PM n_total 36489 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:03 PM n_total 36617 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:04 PM n_total 36745 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:05 PM n_total 36873 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:06 PM n_total 37001 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:07 PM n_total 37129 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:08 PM n_total 37257 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:09 PM n_total 37385 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:10 PM n_total 37513 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:11 PM n_total 37641 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:12 PM n_total 37769 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:42:13 PM n_total 37897 n_fib 0, n_fob 0, n_fsc 128
